29650,"Aion",54,259,1252,0.17
210770,"Sanctum 2",12,30,59,1
17410,"Mirror's Edge",6,8,12,1
17410,"Mirror's Edge (Mobile)",2,3,,0.59
17410,"Mirror's Edge: Catalyst",8,13,32,0.57
17410,"Mirror's Edge - Pure Time Trials",,,9,0.41
683320,"GRIS",4,4,6,1
683320,"The Fruit of Grisaia",23,47,68,0.2
683320,"Langrisser I & II",20,31,56,0.24
683320,"Grisaia Phantom Trigger Vol.8",5,,11,0.14
683320,"The Leisure of Grisaia",1,1,1,0.18
683320,"Grisaia Phantom Trigger Vol.7",5,,6,0.14
683320,"Grisaia Phantom Trigger Vol.5.5",2,,3,0.13
683320,"Grisaia Phantom Trigger Vol.6",3,,3,0.14
683320,"Warsong",24,28,29,0.14
683320,"Grisaia Phantom Trigger Vol.2",3,,3,0.14
683320,"Langrisser IV",65,,,0.31
683320,"Grisaia Phantom Trigger Vol.1",3,,3,0.14
683320,"The Melody of Grisaia",1,1,2,0.19
683320,"The Afterglow of Grisaia",2,3,3,0.17
683320,"Langrisser Millennium",,,,0.19
683320,"Langrisser Re:Incarnation Tensei",19,43,,0.13
683320,"The Eden of Grisaia",23,27,38,0.21
683320,"The Labyrinth of Grisaia",10,22,33,0.17
683320,"Langrisser III",,,,0.29
683320,"Langrisser V: The End of Legend",,,,0.13
255520,"Viscera Cleanup Detail: Shadow Warrior",2,2,2,1
271260,"Star Control: Origins",12,30,30,1
32800,"The Lord of the Rings: War in the North",12,16,29,1
544330,"Snake Pass",5,9,12,1
318600,"The Flame in the Flood",9,14,50,1
22200,"Zeno Clash",4,5,9,1
22200,"Zeno Clash II",6,8,9,0.77
2225070,"TrackMania",7,47,281,1
2225070,"TrackMania",7,8,22,1
2225070,"TrackMania Nations Forever",12,45,139,0.38
2225070,"TrackMania 2: Stadium",10,15,22,0.48
2225070,"TrackMania Turbo",12,36,153,0.63
2225070,"TrackMania 2: Canyon",14,15,47,0.5
2225070,"TrackMania 2: Valley",13,14,17,0.5
2225070,"TrackMania United",8,41,58,0.59
2225070,"TrackMania Nations",16,18,23,0.56
2225070,"TrackMania DS",2,7,12,0.77
2225070,"Trackmania 2: Lagoon",11,12,20,0.5
2225070,"TrackMania Turbo - VR Experience",1,,2,0.31
2225070,"Trackmania Sunrise",7,8,34,0.56
2225070,"TrackMania: Build to Race",,,,0.4
925940,"Myst IV: Revelation",12,15,15,1
33320,"Prince of Persia: The Forgotten Sands",8,9,11,1
1089130,"Quake II",7,10,13,0.67
55110,"Red Faction: Armageddon",8,10,20,1
55110,"Red Faction: Armageddon - Path to War DLC",1,2,2,0.56
351510,"Quiplash",1,1,2,1
351510,"Quiplash 2 InterLASHional",2,2,,0.32
63500,"Swords & Soldiers HD: Super Saucy Sausage Fest DLC",2,2,,0.34
115110,"Stacking",4,6,9,1
115110,"Stacking: The Lost Hobo King DLC",1,1,1,0.25
13530,"Prince of Persia: The Two Thrones",10,10,12,1
31250,"Sam & Max 304: Beyond the Alley of the Dolls",3,3,3,1
9480,"Saints Row 2",20,29,51,1
9480,"Saints Row 2 - Corporate Warfare DLC",1,1,2,0.33
9480,"Saints Row 2 - Ultor Exposed DLC",1,1,1,0.38
8260,"Sam & Max 201: Ice Station Santa",3,3,3,1
828790,"Warhammer: Vermintide 2 - Shadows over Bögenhafen",1,,,1
3830,"Psychonauts",12,15,21,1
3830,"Psychonauts 2",15,20,27,0.85
3830,"Psychonauts in the Rhombus of Ruin",2,2,3,0.32
493540,"Figment",5,6,6,1
493540,"Figment 2: Creed Valley",4,4,8,0.3
493540,"Figment 2: Creed Valley - Prologue",,,,0.21
9450,"Warhammer 40,000: Dawn of War - Soulstorm",13,24,51,1
616560,"Ultimate Epic Battle Simulator",1,16,19,1
616560,"Ultimate Epic Battle Simulator 2",,,,0.94
8300,"Sam & Max 205: What's New, Beelzebub?",3,3,4,0.97
459220,"Halo Wars",9,12,46,0.31
2600,"Vampire: The Masquerade - Bloodlines",23,29,40,1
2600,"Vampire: The Masquerade - Bloodlines 2",,,,0.95
208110,"Paranormasight: The Seven Mysteries of Honjo",11,12,13,0.11
208110,"Riven: The Sequel to Myst",10,12,14,0.12
208110,"Frog Detective: The Entire Mystery",4,5,5,0.12
208110,"Myst IV: Revelation",12,15,15,0.32
208110,"Myst V: End of Ages",8,9,11,0.32
208110,"Dungeons & Dragons: Shadow over Mystara",1,1,2,0.1
208110,"Golden Idol Mysteries: The Lemurian Vampire",3,3,3,0.14
208110,"Kao the Kangaroo 3",3,4,4,0.11
208110,"Adventure Escape Mysteries",,,,0.15
208110,"Chocobo's Mystery Dungeon: Every Buddy!",30,49,98,0.15
208110,"London Detective Mysteria",10,33,41,0.16
208110,"New York Mysteries: High Voltage",5,6,7,0.19
208110,"Mystic Vale",,20,,0.55
208110,"River King: Mystic Valley",,,,0.24
208110,"May's Mysteries: The Secret of Dragonville",9,,16,0.14
208110,"Murder Mystery Adventure",2,,,0.25
208110,"Dragon Quest Monsters 2: Iru and Luca's Marvelous Mysterious Key",,62,97,0.08
208110,"Midnight Mysteries 3: Devil on the Mississippi",3,5,8,0.13
208110,"Mystery Case Files: Return to Ravenhearst",7,8,9,0.15
208110,"NOX - Mystery Adventure Escape",,,,0.2
522210,"Serial Cleaner",5,6,9,1
522210,"Serial Cleaners",9,10,11,0.93
31220,"Sam & Max 301: The Penal Zone",4,4,4,1
2290,"Final Doom",13,16,17,1
111100,"Snuggle Truck",2,4,11,1
108500,"Vessel",10,13,13,1
108500,"Vessels",2,3,3,0.86
108500,"Nier - The World of Recycled Vessel",2,,3,0.17
108500,"Savage Vessels",,,,0.43
113200,"The Binding of Isaac",11,47,139,1
113200,"The Binding of Isaac: Rebirth",5,90,310,0.69
113200,"The Binding of Isaac: Repentance",11,208,609,0.63
113200,"The Binding of Isaac: Afterbirth+",5,112,344,0.61
113200,"The Binding of Isaac: Wrath of the Lamb",12,53,141,0.51
113200,"The Binding of Isaac: Antibirth",,,150,0.65
113200,"The Binding of Isaac: Afterbirth",5,44,200,0.63
272030,"Shadowrun: Dragonfall",20,23,27,1
272030,"Shadowrun: Dragonfall - Director's Cut",21,30,42,0.55
606730,"Sine Mora EX",3,5,14,1
1161580,"Hardspace: Shipbreaker",27,33,38,1
200710,"Torchlight II",21,29,76,1
200710,"Torchlight III",15,23,38,0.93
97000,"Solar 2",2,5,17,1
97000,"Boktai 2: Solar Boy Django",14,20,,0.23
97000,"24 Solar Terms",6,7,,0.43
24780,"SimCity 4 Deluxe",13,18,89,1
638230,"Journey",2,3,6,1
638230,"Antichamber",6,7,9,0.09
638230,"Deponia: The Complete Journey",26,32,35,0.24
638230,"LEGO Builder's Journey",2,2,3,0.32
638230,"Old Man's Journey",2,2,2,0.41
638230,"Dragon Quest VIII: Journey of the Cursed King",61,79,120,0.16
638230,"The Longest Journey",18,21,22,0.37
638230,"Journey to the Savage Planet",7,11,17,0.25
638230,"Dreamfall: The Longest Journey",12,13,15,0.23
638230,"The Journey Down: Chapter Three",3,4,4,0.23
638230,"Shin Megami Tensei: Strange Journey Redux",48,73,103,0.17
638230,"Knightfall: A Daring Journey",,,,0.25
638230,"Letter Quest: Grimm's Journey - Remastered",8,13,19,0.17
638230,"Journey of a Roach",3,3,5,0.39
638230,"The Journey Down: Chapter One - Over the Edge",2,3,3,0.16
638230,"Ticket to Ride: First Journey",1,3,8,0.24
638230,"Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy",18,26,33,0.1
638230,"Letter Quest: Grimm's Journey",8,13,15,0.24
638230,"The Long Journey Home",20,56,,0.33
638230,"Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey",25,34,61,0.12
8290,"Sam & Max 204: Chariots of the Dogs",3,3,3,1
63650,"Uru: Complete Chronicles",25,26,29,1
4580,"Warhammer 40,000: Dawn of War - Dark Crusade",15,33,52,1
4500,"S.T.A.L.K.E.R.: Shadow of Chernobyl",15,25,43,1
280,"Half-Life: Source",11,13,13,1
252410,"SteamWorld Dig",5,7,8,1
252410,"SteamWorld Dig 2",7,10,13,0.88
211180,"Unmechanical",3,3,4,1
1139900,"Ghostrunner",7,9,13,1
1139900,"Ghostrunner II",8,9,14,0.79
1139900,"Ghostrunner: Project_Hel",3,3,5,0.46
310560,"Dirt Rally",28,62,139,1
310560,"Dirt Rally 2.0",12,41,155,0.71
310560,"Dirt Rally 2.0 - Season 1",1,,,0.4
310560,"Dirt Rally 2.0 - Season 2",1,,,0.4
310560,"Dirt Rally 2.0 - Season 3",1,,,0.4
310560,"Dirt Rally 2.0 - Season 4",1,,,0.4
310560,"Dirt Rally 2.0 - Colin McRae: FLAT OUT Pack",15,,,0.23
975400,"Warhammer: Vermintide 2 - Back to Ubersreik",,,,1
9350,"Supreme Commander",18,31,48,1
9350,"Supreme Commander 2",14,23,53,0.89
9350,"Supreme Commander: Forged Alliance",18,21,25,0.5
207170,"Legend of Grimrock",16,21,28,1
207170,"Legend of Grimrock II",23,31,39,0.86
38700,"Toki Tori",4,,16,1
38700,"Toki Tori 3D",6,9,11,0.75
38700,"Toki Tori 2+",9,18,24,0.75
38700,"Tokimeki Memorial 2 Substories: Memories Ringing On",,,,0.18
19980,"Prince of Persia",11,14,18,1
19980,"Prince of Persia",2,3,3,1
19980,"Prince of Persia: The Sands of Time",9,10,10,0.46
19980,"Prince of Persia: Warrior Within",12,15,17,0.5
19980,"Prince of Persia: The Two Thrones",10,10,12,0.48
19980,"Prince of Persia: The Forgotten Sands",8,9,11,0.43
19980,"Prince of Persia: The Lost Crown",,,,0.5
19980,"Prince of Persia: Rival Swords",10,10,12,0.53
19980,"Prince of Persia: The Sands of Time Remake",,,,0.38
19980,"Prince of Persia 2: The Shadow and the Flame",1,5,6,0.36
19980,"Prince of Persia: Revelations",10,,,0.55
19980,"Prince of Persia: Epilogue DLC",2,3,3,0.53
19980,"Prince of Persia Classic",2,2,3,0.67
19980,"Prince of Persia: Harem Adventures",,,,0.47
19980,"Prince of Persia: The Fallen King",7,10,10,0.48
19980,"Prince of Persia: Escape",,,,0.67
19980,"Prince of Persia Trilogy",34,36,42,0.67
19980,"Battles of Prince of Persia",8,,,0.59
19980,"4D Prince of Persia",,,,0.84
19980,"Prince of Persia: Arabian Nights",4,5,12,0.5
13580,"Tom Clancy's Splinter Cell: Double Agent",11,12,15,1
250760,"Shovel Knight",7,9,17,0.45
19840,"Tom Clancy's Rainbow Six 3: Athena Sword",4,,4,1
38740,"Edge",4,8,12,1
38740,"Dredge",9,12,17,0.67
38740,"Mirror's Edge",6,8,12,0.31
38740,"The Murder of Sonic the Hedgehog",2,3,3,0.13
38740,"Mirror's Edge: Catalyst",8,13,32,0.17
38740,"Edge Of Eternity",29,47,76,0.25
38740,"Sonic CD",2,3,6,
38740,"Sonic the Hedgehog",2,2,2,0.22
38740,"Breathedge",16,25,34,0.4
38740,"Sonic the Hedgehog 2 (16-bit)",2,3,3,0.14
38740,"Sonic the Hedgehog 4: Episode 1",3,4,6,0.13
38740,"Sonic the Hedgehog 4: Episode 2",3,4,9,0.13
38740,"Sonic the Hedgehog 3",3,3,3,0.2
38740,"Shadow the Hedgehog",5,12,31,0.21
38740,"Ninja Gaiden 3: Razor's Edge",7,12,31,0.14
38740,"Dredge: The Pale Reach",1,2,2,0.18
38740,"Sonic the Hedgehog 3 & Knuckles",4,5,7,0.13
38740,"The Journey Down: Chapter One - Over the Edge",2,3,3,0.09
38740,"StormEdge: Wind of Change",1,1,2,0.16
38740,"Ace Attorney Investigations: Miles Edgeworth",23,24,25,0.09
70,"Half-Life",12,14,15,1
70,"Half-Life 2",13,15,19,0.82
70,"Half-Life 2: Episode One",4,4,5,0.38
70,"Half-Life 2: Episode Two",5,6,9,0.38
70,"Half-Life 2: Lost Coast",,,,0.39
70,"Half-Life: Blue Shift",3,3,4,0.43
70,"Half-Life: Opposing Force",5,6,7,0.36
70,"Half-Life 2: Deathmatch",3,12,22,0.39
70,"Half-Life Deathmatch: Source",3,4,5,0.32
70,"Half-Life: Source",11,13,13,0.53
70,"Half-Life: Alyx",12,14,19,0.6
70,"Half-Life 2: Update",11,14,16,0.47
70,"Half-Life: C.A.G.E.D.",1,1,2,0.43
70,"Half-Life 2: Downfall",1,1,1,0.43
70,"Half-Life: Uplink",1,1,1,0.53
70,"Half-Life: A Place in the West",1,1,3,0.3
70,"Half-Life: Decay",4,5,8,0.56
70,"Half-Life: Alyx - Levitation",4,4,,0.32
70,"Half-Life 2: Year Long Alarm",1,1,1,0.32
70,"Half-Life 2: VR Mod",11,15,19,0.47
690640,"Trine 4: The Nightmare Prince",10,12,15,1
690640,"Trine 4: The Nightmare Prince - Toby's Dream",,,1,0.66
690640,"Trine 4: The Nightmare Prince - Melody of Mystery",5,7,7,0.59
96300,"Ravaged Zombie Apocalypse",2,,20,1
96300,"Ravaged - Zombie Apocalypse",,,,0.93
475150,"Titan Quest: Anniversary Edition",32,45,101,0.97
60,"Ricochet",40,48,74,1
60,"Ricochet: Lost Worlds",,,,0.38
60,"Ricochet HD",9,,,0.73
60,"Ricochet Xtreme",9,,,0.53
60,"Ricochet Kills: Noir",,,,0.4
60,"Ricochet Infinity",8,,,0.47
211600,"Thief Gold",20,26,35,1
1085660,"Destiny 2",12,38,156,1
1085660,"Destiny 2: The Witch Queen",12,19,29,0.35
1085660,"Destiny 2: Shadowkeep",6,12,32,0.43
1085660,"Destiny 2: Beyond Light",6,19,66,0.39
1085660,"SpellForce 2: Faith in Destiny",9,10,15,0.17
1085660,"Onimusha 2: Samurai's Destiny",10,11,13,0.17
1085660,"Destiny 2: Lightfall",8,24,80,0.45
1085660,"Destiny 2: Forsaken",8,19,333,0.47
1085660,"Destiny 2 - Expansion I: Curse of Osiris",3,7,11,0.23
1085660,"Atelier Iris 2: The Azoth of Destiny",29,31,46,0.14
1085660,"Tales of Destiny 2",34,49,69,0.5
1085660,"Wolfenstein 3D: Spear of Destiny - Mission 2: Return to Danger",3,3,4,0.15
1085660,"Naruto Shippuden: Ninja Destiny 2",1,4,,0.27
1085660,"Outpost 2: Divided Destiny",,,,0.19
1085660,"Fighters Destiny 2",6,7,12,0.5
1085660,"Destiny 2: The Final Shape",,,,0.35
1085660,"Destiny 2 - Expansion II: Warmind",2,6,18,0.27
1085660,"SaGa 2: Hihou Densetsu - Goddess of Destiny",24,27,,0.12
1085660,"Forgotten Sound 2: Destiny",,,,0.19
1085660,"Destiny 2: Black Armory",10,24,90,0.39
242760,"The Forest",15,28,57,1
242760,"Ori and the Blind Forest: Definitive Edition",9,11,13,0.23
242760,"Ori and the Blind Forest",8,10,11,0.42
242760,"Sons of The Forest",12,19,40,0.56
242760,"Werewolf: The Apocalypse - Heart of the Forest",3,3,7,0.22
242760,"The Forest Quartet",1,1,2,0.56
242760,"Tales of the Black Forest",5,6,6,0.4
242760,"Druidstone: The Secret of the Menhir Forest",16,21,26,0.23
242760,"The Cursed Forest",3,4,5,0.59
242760,"Fighting Fantasy: The Forest of Doom",2,3,5,0.28
242760,"The Clown's Forest 2: Waking Shadows",1,,1,0.28
242760,"Tiny Tales: Heart of the Forest",3,3,3,0.32
242760,"Monument Valley 2: The Lost Forest",,,,0.29
242760,"Märchen Forest: Mylne and the Forest Gift",9,11,34,0.24
242760,"Searching For Objects in the Forest",,,,0.29
242760,"Red Forest",,,,0.7
242760,"Skunny: Back to the Forest",,,,0.38
242760,"Through Abandoned 2: The Forest",1,2,2,0.32
242760,"Fireboy & Watergirl in The Forest Temple",1,,,0.25
242760,"Kloa - Child of the Forest",,,,0.38
330830,"Tales from the Borderlands",11,11,12,1
330830,"New Tales from the Borderlands",10,11,13,0.87
330830,"Tales from the Borderlands: Episode 3 - Catch A Ride",2,2,2,0.5
330830,"Tales from the Borderlands: Episode 5 - The Vault of the Traveler",2,2,2,0.4
330830,"Tales from the Borderlands: Episode 2 - Atlas Mugged",2,2,2,0.5
330830,"Tales from the Borderlands: Episode 4 - Escape Plan Bravo",2,2,2,0.46
330830,"Tales from the Borderlands: Episode 1 - Zer0 Sum",2,2,2,0.54
9200,"Rage",11,15,23,1
9200,"Rage (Mobile)",1,,,0.31
9200,"Assassin's Creed Mirage",15,22,29,0.17
9200,"Forager",15,24,39,0.57
9200,"Rage 2",11,19,32,0.67
9200,"God Eater 2: Rage Burst",54,74,120,0.17
9200,"Streets of Rage 4",3,6,25,0.24
9200,"Fight'N Rage",2,11,44,0.33
9200,"Commandos 2: Men of Courage",21,32,32,0.15
9200,"Garage: Bad Trip",5,,7,0.25
9200,"Spyro 2: Ripto's Rage!",7,8,10,0.18
9200,"Mirage: Arcane Warfare",,,,0.18
9200,"Streets of Rage 2",2,3,3,0.24
9200,"Streets of Rage",2,2,2,0.27
9200,"Streets of Rage 3",2,3,7,0.24
9200,"Tokyo Mirage Sessions #FE Encore",38,50,60,0.13
9200,"Alien Rage",7,10,17,0.4
9200,"Pogostuck: Rage With Your Friends",26,83,205,0.12
9200,"Lost Records: Bloom and Rage",,,,0.14
9200,"The Simpsons Road Rage",10,17,30,0.18
214510,"LEGO The Lord of the Rings: The Video Game",10,17,34,0.62
1659420,"Uncharted: Legacy of Thieves Collection",21,25,52,1
236430,"Dark Souls II",43,63,118,1
236430,"Dark Souls III",32,48,99,0.93
236430,"Dark Souls II: Scholar of the First Sin",36,62,105,0.33
236430,"Dark Souls III: The Fire Fades Edition",36,55,92,0.34
236430,"Dark Souls III: The Ringed City",7,8,11,0.42
236430,"Dark Souls III: Ashes of Ariandel",4,5,6,0.39
236430,"Dark Souls II: Crown of the Old Iron King",4,6,8,0.32
236430,"Dark Souls II: Crown of the Sunken King",5,6,7,0.33
236430,"Dark Souls II: Crown of the Ivory King",5,6,9,0.34
236430,"Dark Souls III: Cinders",24,26,,0.57
285160,"LEGO The Hobbit",9,16,37,1
32390,"Star Wars Jedi Knight: Mysteries of the Sith",8,10,10,1
32370,"Star Wars: Knights of the Old Republic",29,36,48,0.97
32370,"Star Wars: Knights of the Old Republic II - The Sith Lords",31,41,53,0.64
32370,"Star Wars: The Old Republic - Knights of the Fallen Empire",10,15,,0.45
32370,"Star Wars: The Old Republic - Knights of the Eternal Throne",,,,0.42
32370,"Star Wars: Knights of the Old Republic Remake",,,,0.82
211740,"Thief II: The Metal Age",20,27,36,1
6020,"Star Wars Jedi Knight: Jedi Academy",10,11,14,1
32380,"Star Wars Jedi Knight: Dark Forces II",9,10,12,1
241930,"Middle-Earth: Shadow of Mordor",16,24,32,1
241930,"Middle-Earth: Shadow of Mordor - Game of the Year",17,27,38,0.61
241930,"Middle-Earth: Shadow of Mordor - Lord of the Hunt DLC",2,3,4,0.57
241930,"Middle-Earth: Shadow of War - The Desolation of Mordor",2,3,3,0.56
241930,"Middle-Earth: Shadow of Mordor - The Bright Lord DLC",3,3,4,0.58
61600,"Zen Bound 2",4,6,20,1
319630,"Life Is Strange",14,16,18,1
319630,"Life Is Strange 2",16,18,20,0.88
319630,"Life Is Strange: Before the Storm",10,12,13,0.45
319630,"Life Is Strange: True Colors",10,12,13,0.54
319630,"Life is Strange Remastered Collection",21,23,25,0.41
319630,"Life Is Strange: Wavelengths",3,4,4,0.54
319630,"Life Is Strange - Episode 1: Chrysalis",2,3,3,0.39
319630,"Life Is Strange - Episode 5: Polarized",3,3,3,0.39
319630,"Life Is Strange: Before the Storm - Episode 3: Hell is Empty",3,3,3,0.25
319630,"Life Is Strange 2 - Episode 3: Wastelands",3,3,3,0.37
319630,"Life Is Strange: Before the Storm - Episode 2: Brave New World",3,4,4,0.24
319630,"Life Is Strange: Before the Storm - Episode 1: Awake",3,3,4,0.29
319630,"Life Is Strange 2 - Episode 1: Roads",3,4,4,0.42
319630,"Life Is Strange: Before the Storm - Bonus Episode: Farewell",1,1,1,0.25
319630,"Life Is Strange 2 - Episode 4: Faith",3,3,3,0.42
319630,"Life Is Strange 2 - Episode 2: Rules",3,4,4,0.42
319630,"Life Is Strange 2 - Episode 5: Wolves",3,3,3,0.41
319630,"Life Is Strange - Episode 2: Out of Time",2,3,3,0.38
319630,"Life Is Strange - Episode 3: Chaos Theory",3,3,3,0.37
319630,"Life Is Strange - Episode 4: Dark Room",3,4,4,0.39
6030,"Star Wars Jedi Knight II: Jedi Outcast",13,16,18,1
17470,"Dead Space",12,16,27,1
17470,"Dead Space",11,13,20,1
17470,"Dead Space 2",9,12,16,0.83
17470,"Dead Space 3",13,16,24,0.83
17470,"Dead Space: Extraction",6,7,13,0.45
17470,"Dead Space: Ignition",1,3,4,0.5
17470,"Dead Space (Mobile)",4,5,6,0.53
17470,"Dead Space 3: Awakened DLC",2,2,2,0.38
17470,"Dead Space 2: Severed DLC",1,2,2,0.4
63610,"Riven: The Sequel to Myst",10,12,14,0.2
63610,"Cars 3: Driven to Win",8,14,27,0.24
63610,"Vagrus - The Riven Realms",79,137,311,0.2
63610,"Driven",4,,,0.83
63610,"12Riven: The Psi-Climinal of Integral",,20,,0.14
63610,"Vagrus: The Riven Realms - Prologue",,,,0.14
63610,"Test Drive: Eve of Destruction",13,14,14,0.17
63610,"Mystery of Rivenhallows",,1,1,0.22
63610,"The Lord of the Rings: Journey to Rivendell",,,,0.12
63610,"Overdriven Reloaded",1,,,0.26
63610,"Driven Out",4,,8,0.5
2280,"Doom",12,16,27,1
2280,"Doom",5,7,9,1
2280,"Doom Eternal",14,20,27,0.33
2280,"Doom 3",11,13,16,0.67
2280,"Doom II: Hell on Earth",7,10,14,0.18
2280,"Doom 3: BFG Edition",10,16,37,0.21
2280,"Doom 64",7,9,10,0.57
2280,"Doom 3: Resurrection of Evil",4,5,6,0.14
2280,"Final Doom",13,16,17,0.4
2280,"Master Levels for Doom II",7,8,9,0.16
2280,"Deponia Doomsday",11,13,14,0.25
2280,"Hector: Badge of Carnage - Episode 3: Beyond Reasonable Doom",3,4,3,0.07
2280,"Deep Dungeons of Doom",6,11,24,0.19
2280,"Doom VFR",3,4,5,0.5
2280,"Doom Eternal: The Ancient Gods - Part One",5,7,8,0.1
2280,"The Ultimate Doom",6,8,11,0.24
2280,"Doom Eternal: The Ancient Gods - Part Two",4,4,5,0.1
2280,"Dungeons & Dragons: Tower of Doom",1,1,3,0.12
2280,"Lufia & the Fortress of Doom",27,29,34,0.14
2280,"Doom: Sigil II",2,,,0.29
35140,"Batman: Arkham Asylum",12,16,25,1
35140,"Batman: Arkham Asylum GOTY",11,16,25,0.81
4570,"Warhammer 40,000: Dawn of War II - Chaos Rising",10,13,17,0.66
4570,"Warhammer 40,000: Dawn of War II - Retribution",9,12,43,0.67
4570,"Warhammer 40,000: Dawn of War - Soulstorm",13,24,51,0.76
4570,"Warhammer 40,000: Dawn of War - Dark Crusade",15,33,52,0.7
4570,"Warhammer 40,000: Dawn of War - Winter Assault",11,13,19,0.67
4570,"Warhammer 40,000: Dawn of War II - Grand Master Collection",,,,0.53
4570,"Warhammer 40,000: Dawn of War II - Retribution: The Last Standalone",,,,0.46